image_hash,pixel_mean_r,pixel_mean_g,pixel_mean_b,pixel_std_r,pixel_std_g,pixel_std_b,predicted_label
4b7db0ce54024eaf950fd9352691e914,202.8316,148.1875,146.0301,55.4769,74.1683,57.6952,cat
aeebffd9ac4139ffdbfc1a9c1960621a,113.4028,85.9779,63.9164,56.2147,56.4877,53.5543,cat
ba5042f7ce5984eca5fa89461455f684,112.0742,147.536,94.1847,50.8433,58.1335,50.2727,cat
5a192db0eb39ba83fad7357a90b06f0d,111.856,102.6493,107.9841,80.7694,67.9496,82.2241,cat
afcf9c9926bece34b5c28de15af3b9bb,146.0166,87.718,71.6568,50.8918,54.455,58.1314,cat
562239a4807b668ec780eec95bd6137f,159.7236,137.9248,113.3373,71.7152,78.0426,81.5923,cat
e894d727d92ccb10a7517c3e63f02ed9,131.1679,125.3994,127.1782,50.9584,48.9761,43.2763,cat
9b3dc6d28938c6900ddcb15fd4c91b94,58.6879,50.9375,46.9215,73.4254,66.3232,62.9413,cat
6d08fa5dda2090a1352e54d826723d8c,116.6726,100.9349,104.8622,68.6841,74.8083,83.0096,cat
c3bec6c5f249009eb1c2cf5160c1f58d,109.2703,121.1258,133.1674,68.7918,76.2312,78.6636,cat
5da56831280966311ef9e280ad03d937,151.9738,149.6905,145.9087,69.7011,70.957,72.1466,cat
3bde124bb47bef63d7831016130812d6,94.0601,94.732,99.1324,47.3686,47.7831,54.4033,cat
75eed310739392ad8c40ee23cd5ac885,112.9341,96.2538,68.2216,45.2707,43.9472,43.6191,cat
1aa4dca05be2875c8392856fdf4b0542,123.7924,101.6083,81.0837,60.7321,57.645,55.4682,cat
7e764fee4c5e5a238d6c2414c2e161d8,142.0696,144.5186,142.6725,53.3294,59.736,58.5903,cat
27c6463959ed06328971a37b3070eef0,112.6014,115.1764,119.0378,53.3771,55.3197,60.4941,cat
17ff60ec6aa617fd3f6e105dbfced865,148.0817,117.3777,87.095,52.6281,48.4243,50.6818,cat
682ea8492d03686c023aa0aedbeab37f,119.548,111.9998,105.4638,45.509,50.2307,57.304,cat
dd54d608b97fe7e5cc199c6dba92a96a,128.4617,126.0031,119.4708,33.3677,37.7368,46.9757,cat
cf2ea446b3e93d6eb04304ca15d2d6e7,127.6751,123.22,117.2028,68.1809,66.5269,67.0244,cat
bf431a997cc86ea6fd5678c69a402efa,169.1327,172.6223,166.5018,56.4272,58.5076,59.5073,cat
b0aef7c7e79e9cbb07d05bd8312f4741,124.5249,117.5238,91.3269,43.7036,43.0225,44.3619,cat
f7047771c02c9116029d633814cf0231,103.5558,103.7461,78.3579,59.6582,66.8409,51.1927,cat
a5143a0d6e01f3e96b41d1cbf5b6a639,115.6067,113.8472,107.5368,59.8478,60.9673,62.3018,cat
5c135df3b243786ed58ddc080e4014dd,69.7594,62.9151,58.6261,63.525,62.7066,61.7948,cat
144d13136a2bb8804d21644bf4e11cfe,140.6553,99.0585,87.7738,41.4633,54.3183,69.0943,cat
5d92c31abfd6582e44743fb7d614f006,107.5113,101.6875,97.4771,60.418,62.2088,63.8776,cat
fa91b2b4251f97dc0e1ace1bfff2ac6a,110.8228,119.4823,97.8644,51.7017,45.2996,59.2864,cat
8aff032c5f09354839cc21e825f58d90,133.4709,113.5805,72.664,68.2465,64.2223,57.3526,cat
12fc4d601d9ed87b7339cf34bf515eef,108.7169,112.7545,124.9176,65.7168,56.8326,63.7661,cat
f7051aa1b92aa0802dfb5dc7f8cc9e14,143.1618,139.8082,138.002,67.2707,71.2811,69.9387,cat
8a952dbeae433c29251c1dbc6ba9aeae,159.1041,152.2919,139.2927,52.2551,56.5489,59.6049,cat
973d58acd5a96f6b4a2cb6b8484acf27,145.5438,66.8895,59.7737,37.7038,34.434,33.4055,cat
8df274aed999871ce6f94b853eead375,103.6261,80.4489,72.1987,55.7551,50.4493,46.5442,cat
2d49bc23f78c6f5c5128f6fc87ca6350,151.8037,133.49,118.5445,57.8125,53.5631,54.9942,cat
4f73d08f8d27f4bc0265651b6d857895,117.3716,119.1465,119.9686,64.8284,63.0548,61.4303,cat
87ac478e06d4fdb9f8b5db09c40a806c,119.0599,127.2688,104.7648,61.0696,68.174,55.4537,cat
fcd05a42f4855d591e34bb0c920d0991,162.8421,117.0954,72.665,84.6761,56.3406,33.3348,cat
01e167119ea58b572d5b60e9a9f55568,52.5858,51.2625,52.6294,58.5117,56.685,52.3899,cat
05ecd8453378113b8a3de1f4a601bf86,83.6666,57.3804,20.8009,76.3605,58.8721,29.041,cat
cc3d735d7edd381cc75f581bf348c7a4,34.6333,119.281,177.3864,55.9638,33.0677,46.7405,cat
1123d667af300431fef8997711bfdfcd,86.2158,83.9934,78.5641,77.4065,74.7746,75.9505,cat
53e8d1c708161653cbe4d373b1c59962,123.5791,124.1679,118.4434,66.1624,66.9192,64.1382,cat
43309a6f0adb1794da61d1a8fa8c3999,99.8449,89.5521,84.2623,56.0917,62.3244,63.1404,cat
98f70911bbddd247decb88d2107da61e,121.5403,121.5167,126.7406,105.8205,105.8859,101.1529,cat
6976a7b34676f9a72dcf96cdc4356061,109.5633,105.7389,102.4068,39.4676,41.0844,45.9667,cat
ca4e0fab1797f63947bc222f30c2d82f,73.5231,65.0319,52.1994,23.4712,21.786,16.9114,cat
9c4a028a31225db894896c723ebe298f,139.2755,115.8166,96.4709,54.6788,52.0497,57.896,cat
5a4055d998a5e95e1ee2da41b2024976,45.9822,43.358,43.0953,53.6661,52.6524,57.0235,cat
891fc80fe1506d0aacb39dc70b11b1b5,128.4446,122.0292,103.1056,65.5907,57.7676,63.4486,cat
0053c59baa630c9ea781299fece0eb0a,93.9259,77.1804,54.9407,74.2815,57.1866,44.1045,cat
8a2127764895ee12e652bdedd79b34f2,134.3359,131.7685,125.3146,59.6379,67.13,72.018,cat
1d131b911ecdbcd808682d9f33765e22,69.2092,93.1954,84.9864,47.6379,64.0927,58.8935,cat
5180b2c78d77d86ba3b8b01af8ec70c8,111.8939,92.3256,80.0048,83.905,79.8225,79.2655,cat
05aa0c2b1d144383b661f39dafef97a8,125.3476,120.908,114.3159,84.7191,84.7932,85.1904,cat
555e16331c9b11a7d44c8b08ef6f792a,101.5466,98.2505,99.4856,58.6833,60.3147,63.3477,cat
fcee19a27a112875b57b3e6aa43d0a5b,159.9891,138.211,120.9242,60.3296,61.1827,49.8382,cat
591342b23e9216ad71250028375598b7,111.2546,103.0428,98.9551,42.8862,49.8201,63.8377,cat
d4eddf03c768d2e4d1b7c5c934c3d3ab,122.2212,112.6314,115.6226,50.7106,49.5225,55.4663,cat
3e3067f8bdac5cbe0f3b893566de017e,95.4107,121.817,80.7755,49.1385,39.6813,55.5615,cat
49f555f53fa89351a57eb0153d39c8e7,138.0107,113.0386,95.6131,30.452,39.5731,39.7854,cat
9833b9a8dd1f42b90f81fd718516264f,170.6608,151.862,150.7845,76.2171,61.5459,57.5695,cat
c99e8b558bda3922946010afe48c098c,142.4384,147.5509,153.5608,70.1335,71.5201,73.8987,cat
8d706de301313d6786d6a0d0535aa05e,159.7056,159.8541,159.7553,41.1909,43.4899,43.6394,cat
8ba774742e1acc58ac51d6e55c9deeed,104.7376,101.9521,96.4079,79.7769,80.1421,83.3568,cat
f8ea5baf65ed59bd8701040f4da2db6e,121.2794,113.5848,100.9467,65.9097,70.8204,73.2575,cat
78118bf727caa69cac7e9b8325d14bf3,127.2316,137.2598,136.829,54.9649,63.4089,69.0082,cat
b97fe50087839ccce79024fc57a14e8c,152.4818,115.5846,63.6769,74.2547,65.7041,42.3798,cat
031e880467fdcf3cb506c87b5b271e16,133.6653,122.16,108.6851,63.6166,66.9068,72.4076,cat
dd77e5d39d4ff866816ce780ea87d8bc,56.0449,44.0667,34.7233,40.7736,27.9642,22.8933,cat
aa622fdd7cf9896fd3b6019197ba6668,155.4505,154.8426,154.9554,51.152,51.4293,50.4682,cat
3a3e526ba24e77029710591f3fc5b8a3,186.573,152.001,140.9439,52.1404,56.219,54.7882,cat
b5f8926083a78e89b3b1ce05898ad719,113.0428,120.8337,119.5932,78.6044,81.821,78.9659,cat
dfe85cbf69403ea42f1173750201f52d,114.6356,112.0804,98.8941,63.4875,62.4162,58.99,cat
c81185d85aabc4822da058b0e710097b,196.2091,188.892,180.5452,56.0729,56.7222,58.7261,cat
c904bdf3675fd1ec7f1da7bc95468db7,137.6193,99.2179,79.5607,63.5473,65.2662,63.124,cat
976aef11110dacc546c2768588d385d8,125.8386,126.1355,125.8702,68.3009,69.4273,67.362,cat
98c37b6938ce23c68928afba0666e846,97.4574,91.0945,84.3377,52.6766,52.9643,53.8481,cat
a07c597d7acb2d73fce93b8633a4a5fb,142.6453,134.4248,119.8147,63.5813,65.4331,68.2514,cat
1a156823cb75b53f90910cd6b2d7df84,178.5849,136.9355,96.2015,47.334,55.9991,67.2745,cat
94a968d418b5c8dc2cb4582fccf6df21,142.2172,129.9366,117.8906,41.5823,45.5847,50.4667,cat
ef391a2794359a7a045cc9a878d2725c,152.5825,145.327,148.4413,58.5026,64.21,56.2124,cat
351c722a6aa5633ab046bf6e55c828bf,99.9888,67.8962,71.9469,56.9715,58.3472,55.0043,cat
161f6d307cce2bc08b4446ca7c9a7da1,191.8633,98.2672,64.775,55.029,32.9519,29.3259,cat
0afcc112247bc30d803af3d4c5033fa8,195.0419,147.5481,114.9735,74.0906,81.434,81.7453,cat
674575a61d23b0500ad9327f94db2864,127.0121,110.4118,92.2972,61.8427,65.1852,60.0967,cat
4cb1c297aab1628e84ebd7af838b6e59,130.9531,134.3058,123.4775,73.892,74.3033,81.2275,cat
a1c28dbd8a59075a59cc5851bae9c569,78.9753,52.2993,25.9482,33.4323,27.0893,17.9081,cat
0537e5333a7bdfbbdb9d3f66336659a1,136.3273,107.5448,74.1073,33.1936,27.2943,30.6761,cat
c85e1e3b7d2a6b23f13e35c2167c4861,112.3438,108.5186,97.5863,102.8255,99.3241,95.4628,cat
cd7034c290cf6789ec6a571abe967072,179.9508,109.6272,100.7054,69.5977,58.6975,64.0854,cat
3658efaf6748de776931417ee7b1a719,124.7647,109.9923,96.5902,58.4934,54.7114,52.7299,cat
2dfe18a07b5c6a28171d207c8c2f351a,146.8055,137.4305,135.0661,45.4416,49.9419,53.8128,cat
6e3ed99278525be335a092194c4cda8a,98.8812,83.7434,70.4357,64.2014,61.7017,63.4179,cat
0707f7afe25f1d12c3cf61324b274a16,193.2733,192.1608,188.6473,67.8147,70.2198,69.562,cat
908c4fe1eeedd1d812abfa8d4695157b,97.8026,84.6734,82.6258,76.8162,80.2298,81.5319,cat
7369426ddbd10135e5e6e5e078eae7d7,146.1395,134.6781,117.0948,59.7337,62.7673,69.9644,cat
6f1399438097b9349fee7e1c72a3913e,77.0951,69.5979,41.63,74.5774,68.9748,52.9784,cat
1343d64efee807f6ecc6e128f82a2a2e,82.0477,78.785,73.8489,59.5529,61.0427,64.4225,cat
ce5a41d7d2bc3b25cbbf968919708f1d,106.628,101.9244,95.5754,41.0612,41.8501,45.6319,cat
7cb15bd21698d4f5d8902bea879ac755,132.0714,127.2411,123.5902,25.9045,30.8941,36.2708,cat
9d5895a97c74859b81762fa3ce9d7c0c,124.8123,106.6887,98.0112,45.2084,48.7026,51.1065,cat
e46c02aeaeb7e8a019b81d7f80920f85,44.7656,42.904,38.864,73.0164,70.4771,64.829,cat
98540a880311d5b632345a3928e41750,76.7242,76.8062,65.672,45.2563,44.2218,46.795,cat
34390fd05f1dd92ce047e45349c6a858,83.5727,106.289,69.8239,45.7297,48.2101,51.3062,cat
f733b7832fe03bd9353fe2d03da6db51,127.0102,141.7545,118.7709,50.0055,53.032,55.7075,cat
899a5a3d05bc5efd323ddfd1e1763e61,141.6879,141.0009,129.7235,63.4773,65.4556,66.4854,cat
75be1a451fac937d0fa16a9881adfbbf,62.4359,59.5165,57.6257,71.3779,68.021,66.0575,cat
5ec94d80c2e8b6cd70671587cbcd7e5a,113.9828,118.2468,107.6195,50.2311,50.6499,56.7702,cat
78bee22ab14d3b7410a75bb8c42c452c,114.32,111.4295,114.5999,37.8927,37.0425,42.0486,cat
46119fd58148be53262932f1c6c5fc78,149.4133,143.2888,135.6978,47.2943,50.4397,54.2549,cat
58d82a98ec1f9d6c16d9cc169f9dc814,98.111,100.2027,85.2548,68.3998,67.104,66.0872,cat
a4cd46e57be8a40a658a9d8930f98f37,52.7927,49.6893,56.7593,45.1271,42.1905,40.1225,cat
9b12cdd4f86f59167301feefd022aa26,155.2051,148.7516,148.9097,44.2084,50.3943,53.1409,cat
ded1c449505d1cbd16ee7fa0add8b145,174.1407,166.5244,159.6416,54.5515,56.8764,61.2612,cat
e2c0df0ac88363024ddb4e86fdd3a8f6,71.6725,73.9275,70.1533,74.4113,73.4919,76.5844,cat
367e72aaaef0c02ce29dd88370cf525d,61.8917,60.567,59.1392,74.3629,74.3235,74.8582,cat
71e038400b5d90ea25150c2665b4c64e,176.7493,175.1212,175.5721,40.1197,43.0908,44.0308,cat
99ca143342103c51369d1ffcf883b1f6,58.6645,45.6925,31.2917,41.3066,31.6134,20.679,cat
138daea0a09b55e4377e63e16ca62cdd,74.8512,77.2697,83.8736,61.2063,57.3677,50.4906,cat
aef6acb20bc2578a02ed66c86017e390,187.0049,184.3748,193.9208,49.3856,53.2812,51.0554,cat
027f44b1b4b85ccf32e2cf124ae099e7,84.4238,69.9028,59.3717,74.5983,62.2366,53.5725,cat
b9d6575a8a9ac4b7a1c2013029ad4ff3,79.527,96.6254,66.3974,57.7329,50.7335,65.6177,cat
543c23c497f43824cfcd3e27e7ccbba5,156.1427,147.0333,138.2444,62.0062,74.3905,81.533,cat
442d24d44882f7f63dc289e73a3fd5b7,130.5003,143.377,145.6801,41.1991,37.8349,38.7344,cat
469663177ec3b08fb363b45ca3418e89,74.3221,69.2387,69.398,80.8665,81.7397,78.2246,cat
d16b30d258a10ddbf12c46cc3b51b34a,133.6835,123.11,109.4195,56.2437,54.424,62.4936,cat
49794ef5621b86006e269dec7f133f8a,147.9091,150.3244,143.1924,59.7907,61.8333,65.5358,cat
b8874b705ce3e81f9ce4516b4902e11f,173.5015,166.5306,162.259,47.8106,55.597,60.2478,cat
bfd5150135553b7e104bfed29bc19ddd,86.1976,68.2423,56.9313,42.6391,29.88,23.8937,cat
3d3f7017b8319c2bf53eab0207a2630a,90.9351,76.2762,72.5528,71.3432,72.9926,72.2306,cat
54ee09af1c548241134613577d656ab6,122.2166,151.4358,82.5612,30.0813,35.1911,30.689,cat
0dbff36c39168ff8892dfb1c29a40f5b,83.022,87.8087,55.6255,34.1783,34.968,34.2888,cat
a46ad3e2a2701940f1085839e9e0045b,163.0853,166.1782,169.7039,90.6343,88.708,85.3524,cat
1c464554028fa9ae8ac07363141e50e4,119.5879,117.5908,87.2565,48.0685,52.9482,48.1734,cat
670d666a194cf727dd7529ba30880923,154.1854,125.1538,99.787,67.2969,67.8027,75.8156,cat
b2aeaaacdc99699c9b0579d0d98b02ed,44.7079,38.9643,34.7169,62.132,56.5312,52.7809,cat
0ff8d0341dcf5638ef0370157e398b5c,110.8561,93.3418,79.3717,52.5325,59.6506,68.247,cat
a5773140deeade5d8f2f00d6849461bd,113.3349,111.9856,108.073,70.8437,70.5638,71.6138,cat
a659163df92f91b1cade6f8c04962e8b,157.5012,122.2735,100.9362,45.918,53.0527,62.0194,cat
40259fa24d9bceeae2e21120787603e8,150.0795,129.0053,119.6111,40.7682,45.249,51.0019,cat
87ff1ca65449360b438852c5c599ec5f,125.9111,79.2099,40.8863,87.5599,66.5393,44.4924,cat
586a9ba3c8d146f1c8e68b82178b7e50,192.921,70.8736,73.3346,50.8758,33.9815,30.5039,cat
cb9b9230a3e5096d5c2d1b099e774c8a,108.5376,100.6843,92.6242,51.7405,49.6483,49.1885,cat
a9a5300d6f338f62f835166b82f77b2a,195.5591,190.2779,185.4926,52.6459,49.692,45.7203,cat
4c0bba86d666d2fbfa92520e4a3e1819,199.1658,160.6637,144.0835,53.4653,64.1677,61.232,cat
26a81212282336ec13a3ea968da15bb2,99.7651,94.3059,92.1402,48.6883,53.1844,55.6798,cat
f0554cec406ce90b521554e462f2bf7e,99.1504,125.9782,167.7884,42.6659,30.9716,29.9119,cat
91b20804374c2d577709e9d2973c09e1,111.7216,92.7897,70.6778,64.1355,65.0099,63.5715,cat
37f4a80788f49b6a4aa353623268de38,104.5982,104.7147,106.6377,91.2707,90.8485,97.0423,cat
0e45c82240d40bf6c94a1e1a119b0dc0,129.1378,103.5931,64.1066,76.4965,69.4626,61.7073,cat
f0ab2c1805c22910898adefda804d238,188.0707,188.2078,187.5517,101.9754,101.9309,102.9525,cat
82dede5854c94acba617b73a06fc5c4a,137.144,125.9731,106.4445,58.3932,61.6023,63.9412,cat
781aea91a38f73c4c4ccdccec8cdd55a,109.7337,106.4552,91.9328,61.6093,57.8328,58.7943,cat
fa89ab6982fbddfb109aff4de523bc29,188.123,149.2558,122.805,56.0472,53.3467,55.3253,cat
f5bacf6355c0b5bf604f5250aa9f843b,128.6006,119.6079,110.8378,53.7418,54.2292,54.5272,cat
e2e21968f374e40b8bf8e1be9eeb0d69,117.5738,80.234,80.1743,65.294,67.0659,63.5191,cat
d89e0f2785e7bd8da440afb7fd1631c8,146.9431,104.5796,76.3472,52.6734,49.0986,47.6171,cat
ab944d225b62884251c2187ce9d3cacf,153.2468,126.5384,94.5942,35.5044,38.4156,45.8495,cat
1554c3f231a8c988707ff2bda7628b1c,125.4345,124.1217,123.448,70.9548,73.4436,70.7899,cat
4c3266b6d5025415a710d023d60ea75a,156.5961,152.2405,152.5534,51.2205,52.7246,49.4311,cat
51db5ced371fa5e2e69858bc275f252f,130.9677,124.4347,120.6376,60.5768,61.7359,60.7517,cat
0d14b35ee6a18bab95992b05ccebb684,153.6642,152.9324,152.7074,68.478,66.2762,65.8969,cat
19b5b1a07d5b8651f3872b2c977d6946,133.4611,145.7658,147.0511,73.6377,68.1662,71.5262,cat
84ecc34b294169ba63e5f807f3d97dc8,171.4322,109.7369,90.631,61.1609,82.6425,73.3774,cat
cd8c9d4d6ec2879d90d2d23f723cd465,120.5242,128.1533,131.803,69.3053,63.0688,61.3765,cat
fd5aaa19d97d158b7f4f33f2d684d711,138.3784,84.2063,45.854,59.3308,44.7661,28.6113,cat
cd16017ff487aa9d57864d02adc040c9,105.1188,97.3544,97.1539,46.7073,50.4106,56.1693,cat
6544cf9e4c9d2efa155471f2d649a1f8,132.6692,124.0527,121.0625,52.157,56.5049,58.2405,cat
024da3114a8097fb6c74ef139d6c51d2,160.0569,137.3624,91.188,66.8862,52.2164,64.2859,cat
2d337cadabfaf4bf0a0c81ef8522c962,175.2486,146.8286,124.4946,70.5586,78.3231,84.7079,cat
acfebab1346187cd3cbfe4bfcca53127,127.5891,115.4913,106.76,29.1939,33.4966,35.5439,cat
db9d02d9df11557772f1c6c360dd0e00,125.406,114.4838,108.7747,47.515,32.0242,32.4419,cat
8db3b809c6f0236482a7d9b31970fadb,76.0998,73.9977,65.1134,52.4942,53.5207,50.5514,cat
8c737d4f95f19dd5648b616bdfdf08fc,152.9943,152.2036,143.5306,61.5807,62.6407,61.3159,cat
597a0db86aaff44ee459392ce86b8c77,46.2821,88.7101,83.4193,62.7934,37.4759,31.6346,cat
85a5f243ced1d6cea1be401caecb8777,118.1874,121.2094,101.4507,62.5055,63.8128,64.6052,cat
ef4ad90b5115616fa0d07bddc4c0a9c0,110.6539,96.7962,88.137,66.668,71.1869,84.7434,cat
7ae866f1b1afbf6dc363bde7a2422985,138.6478,126.657,124.4081,29.8034,37.629,41.5386,cat
0e00c4d9ae051e61521c1b748d60e90c,144.127,143.1053,140.7406,82.4286,82.3192,79.3925,cat
8f14b43f0a6b714075e1a5a7978d2c66,94.2698,92.0859,87.5066,63.2252,65.9061,74.3372,cat
5e616dfe1e4528c561424565f4c41426,138.0082,136.109,123.6406,60.3451,59.8021,61.6808,cat
b48ec2b56f131ac9a7d5280acc1e41da,100.9674,49.6235,46.9536,69.8303,24.296,22.782,cat
3dc083ac5326e479d4253d65fe823dc6,154.6917,153.714,149.5647,24.4201,26.5671,30.89,cat
209594a95ed47b24dfd65d72fa9b1958,44.1501,41.4668,52.8316,56.7694,48.5746,44.567,cat
5f5eaf9d085edfd6cfbed781804dcc61,121.736,124.7564,119.1267,75.8481,76.7888,68.9067,cat
ea8215e24a8ba488a154a807da7f8a52,103.7049,64.9098,61.2148,42.9779,54.5302,53.6628,cat
b48f629ec1a0cd1c166622699a6ca154,104.5169,102.0595,83.2124,79.2349,78.8194,75.7678,cat
1f051d42415f95ef9bde2ce51e0217a3,72.5677,64.164,60.2009,31.1002,32.9982,37.8566,cat
c4a333687226a6a93ce4dd2dd7b3c497,87.1841,84.0942,75.4834,55.0417,52.2177,53.1698,cat
2660bab4a3ca9cb9f67dc339ffd71f2d,79.2264,58.6757,43.0035,61.5851,56.2441,40.785,cat
b45708c62b5c97ad5f4bd800f80b1aa2,71.3743,49.061,37.7711,50.8727,41.6089,39.0766,cat
7a270f93d40fc8c252cc9e17dd708ee7,175.42,108.5434,119.7088,56.49,62.7129,55.2263,cat
3676b8991fa9ba895a1aa05f675a32db,156.0231,154.5058,153.9893,68.9486,68.9849,66.9766,cat
086d8f0e0b0991222ec8ddf59256a5df,132.6654,105.2225,95.1169,63.5895,68.6842,67.2278,cat
b05c2202d17d96d8577f37eb41706ca8,165.083,174.9587,135.3657,71.2251,76.3709,69.521,cat
f6a7d934a1ff7232834d157fd7c0e4a4,105.6968,111.5841,99.3672,49.9284,51.0219,63.1104,cat
d8be15d01bf5170d4884758ef5608502,201.0246,176.9501,135.8425,37.3283,35.1671,37.3054,cat
7ff50b62251fbdd6dd641d5549171c20,140.196,140.7801,143.774,44.6648,50.9614,58.5594,cat
ef387e1cbb7eb9585f3cff875cd9fb19,100.9733,119.4533,108.0438,57.1146,52.243,63.6701,cat
83b9b5067b48bd0b1dca351f372b0b82,90.2492,78.7258,67.1367,63.4968,56.9931,50.6394,cat
175cea89a4720fe05bfa6d0fbac74a22,186.3668,142.0335,137.8621,37.8232,52.1961,57.5407,cat
2496c57be4f205d36a7dce2c79512441,82.0721,41.5468,12.3719,77.6008,44.2583,22.7469,cat
2906f8a08252b2879d926f6a38451b32,123.3379,105.7515,93.0951,52.0578,51.6756,54.3144,cat
e32a32daf2dd9c713e2ca0076e84dd6c,144.787,132.7247,135.3139,51.8537,63.1235,64.15,cat
e5691124255b36441d8a38025dd4cc9f,100.741,59.1209,43.8619,33.899,30.8537,22.3402,cat
cde14619dca579078b73e2588866c304,121.8427,100.7168,73.1294,44.6139,41.1256,44.7706,cat
9f4b4d4e1f9213ba27e8a57107729a55,92.6414,106.6675,90.6574,46.3262,45.6203,45.5069,cat
30d203ed3bf4a6650843009941e13c79,143.0526,142.1207,139.6882,95.9836,94.9387,94.9542,cat
fb8b3d41144ae2edfa07a6f990f884e7,65.831,55.457,55.5077,59.4416,59.088,64.3961,cat
e46e462ab508ff2591cf0a4a366c7659,118.0885,100.9688,52.1275,65.6907,56.3943,33.947,cat
251f1d9aec3a78895fa3216bdc5932bf,84.8512,108.4832,142.844,81.8244,58.1475,50.7779,cat
e827bcf02633e424ee9dd24576a5f5d7,101.2971,90.1387,93.2327,57.3024,59.5356,65.0896,cat
36db2ed9f3a360d4934663eccc4c3b6d,145.7411,121.0481,116.064,44.0904,51.3162,57.9859,cat
f12ca71f47622ea5a3e80388ca89b69f,100.1702,77.0162,59.6294,63.2648,49.2672,47.1458,cat
7cac0c907c1f28942851b3646bc42490,154.8391,144.9056,132.2124,68.1298,49.6003,55.8617,cat
de5a7bf7f4bff9cfb3b848f596d8bee1,146.5742,128.8548,103.6883,51.2937,50.8204,48.6558,cat
e63c1af84c67e9796021206bb88db016,94.9198,77.3207,33.7196,78.1946,66.9553,43.6493,cat
687d83f1586a2a37b11520cb2c86cb9c,57.1587,42.8711,38.2843,26.0842,26.8318,27.6686,cat
61ebc19c840e9046c6cddcfa3ac45fd7,112.2953,92.932,90.5625,57.3728,69.5191,68.5524,cat
00da3399b4551a83ab114480503721dc,67.7464,73.4998,54.1175,56.8578,48.2576,44.6524,cat
dc155c29b53aa90d676b9e1903c81c2b,145.2518,144.9723,139.7282,52.504,52.509,48.6058,cat
3e631a19153fe2effdeb315d3ae2c92f,136.1498,126.3999,129.2507,62.4258,64.4913,65.0887,cat
e0a3e64324c50050ff0f57d75cf3aaff,99.5609,97.5019,102.0679,55.0793,56.5488,55.3624,cat
b0ff3ec042626dee7603d7bfeae63b6a,78.151,62.4356,49.9267,61.1875,59.1763,59.4114,cat
3478609c2cd62bb27235b193f74f9409,136.9422,121.2116,113.8856,56.9141,66.5255,74.749,cat
367754be5db1031a581033ab8e043801,82.2262,62.4205,61.1676,57.7102,65.8614,66.6496,cat
acac689c9f4e82e0fcf2994c6d64f34f,143.9482,137.8824,129.7137,74.2674,73.8306,77.0047,cat
61613894377db01aea740f3a8ea33537,98.9465,82.3211,67.8481,84.6189,87.8239,74.8358,cat
9f777d5b62a5dd22604775c923d2e312,118.5427,106.9774,79.7989,58.2641,57.0168,52.0469,cat
bd2c523ae319ae524699d878bcb8d80b,130.5272,97.0083,63.2115,83.4186,69.3264,48.464,cat
a536116a033775e98ad5557ae5ac9d84,132.3084,126.5048,124.9331,30.7753,30.1784,32.5595,cat
1febd6fbe547d6ff93c8fb5c909f230c,110.7347,96.4483,82.9234,45.5428,44.6458,46.8156,cat
172f854763f3c2a65f689689920b290d,102.9551,116.6989,119.9161,48.9527,53.5039,56.2473,cat
f58d597198fbd7b21bbc79f861f97d40,69.5396,59.6474,46.3306,90.2429,78.991,65.0434,cat
1175fbc926e97b9ce210ddac4b75c050,123.4807,119.8822,106.6529,66.4467,66.981,70.1455,cat
72ed4ae166836db5b5339ffa40610a79,68.345,85.5008,59.4882,57.4272,51.9068,64.3216,cat
e6b8b3f94b4487230000f47850d79aeb,64.4524,81.7506,127.0807,52.8339,50.2534,56.9183,cat
85b5a2e9f8f0166285e592b2d66d2df4,133.2365,127.1842,124.3701,50.8657,49.7387,46.9877,cat
e2510b3d6a4bb6440ff9e566c8d0599f,108.4755,112.6119,104.5154,71.4578,61.9596,64.2942,cat
602ead132beca206b2430944d2f74c51,108.5015,80.4572,62.7793,54.2745,47.3316,41.0573,cat
c920a51062b98ed3d163d50f876f967a,47.904,65.7769,89.0315,48.1722,42.3823,36.9749,cat
ea8c01e75320d67c2866341e6c30f43a,119.9642,77.2712,65.4781,37.9391,53.6981,63.8285,cat
566cb5606cf24255248ffd4c411018a0,59.2633,73.9623,141.5084,58.8949,53.0128,36.9977,cat
9cbef4ba92bad156141d5c51367a396a,166.2322,162.6358,160.0892,57.7207,54.4454,58.7946,cat
75aeeb6fc254877b13b0d5304f5579c5,113.2683,112.6508,103.0505,65.1881,71.3309,81.0931,cat
9f55e660f1d4e41112fbeec21c071c71,169.3611,164.0627,151.0727,48.7783,46.9673,46.5485,cat
82a478569b60199b10493f0fbcb84b56,110.228,98.2246,87.2136,57.7256,61.6992,64.7389,cat
b8f7b7fe68e161ff1cb5bb49da5d31fb,61.4789,35.5959,36.1925,73.5207,50.3247,49.9038,cat
d9b4d8803fca3715d8bca252b9e586ee,170.6558,132.861,99.096,64.0225,47.4533,32.0402,cat
3d7791dc46fd6aebf8b02b2f8017bb42,85.0124,106.3362,60.8036,28.1369,28.8066,30.4679,cat
69f7cb9d505cbbf1d6ecc7927d70aa0b,162.5049,111.3122,113.5806,80.9869,72.2649,72.1891,cat
fa28d5913f8b2ab602d45e0643056b75,186.1507,133.068,91.1002,50.1163,64.0875,63.9741,cat
883be2aeb154fa168246ee0f0eedb6d6,81.1779,79.9647,87.9652,61.4335,61.3184,57.1672,cat
